Instance,Time,number_addconstraints,Relative gap to optimal value (%),cumulative time,iteration_times,total number of constraints,Instance,Time,number_addconstraints,Relative gap to optimal value (%),cumulative time,counter,total number of constraints,Instance,Time,number_addconstraints,Relative gap to optimal value (%),cumulative time,iteration_times,total number of constraints,Instance,Time,number_addconstraints,Relative gap to optimal value (%),cumulative time,iteration_times,total number of constraints,Instance,Time,number_addconstraints,Relative gap to optimal value (%),cumulative time,iteration_times,total number of constraints,Instance,Time,number_addconstraints,Relative gap to optimal value (%),cumulative time,iteration_times,total number of constraints,Instance,Time,number_addconstraints,Relative gap to optimal value (%),cumulative time,iteration_times,total number of constraints,Instance,Time,number_addconstraints,Relative gap to optimal value (%),cumulative time,iteration_times,total number of constraints,Instance,Time,number_addconstraints,Relative gap to optimal value (%),cumulative time,iteration_times,total number of constraints,Instance,Time,number_addconstraints,Relative gap to optimal value (%),cumulative time,iteration_times,total number of constraints,Instance,Time,number_addconstraints,Relative gap to optimal value (%),cumulative time,iteration_times,total number of constraints,Instance,Time,number_addconstraints,Relative gap to optimal value (%),cumulative time,iteration_times,total number of constraints,Instance,Time,number_addconstraints,Relative gap to optimal value (%),cumulative time,iteration_times,total number of constraints,Instance,Time,number_addconstraints,Relative gap to optimal value (%),cumulative time,iteration_times,total number of constraints,Instance,Time,number_addconstraints,Relative gap to optimal value (%),cumulative time,iteration_times,total number of constraints,Instance,Time,number_addconstraints,Relative gap to optimal value (%),cumulative time,iteration_times,total number of constraints,Instance,Time,number_addconstraints,Relative gap to optimal value (%),cumulative time,iteration_times,total number of constraints,Instance,Time,number_addconstraints,Relative gap to optimal value (%),cumulative time,iteration_times,total number of constraints,Instance,Time,number_addconstraints,Relative gap to optimal value (%),cumulative time,iteration_times,total number of constraints,Instance,Time,number_addconstraints,Relative gap to optimal value (%),cumulative time,iteration_times,total number of constraints,Instance,Time,number_addconstraints,Relative gap to optimal value (%),cumulative time,iteration_times,total number of constraints,Instance,Time,number_addconstraints,Relative gap to optimal value (%),cumulative time,iteration_times,total number of constraints,Instance,Time,number_addconstraints,Relative gap to optimal value (%),cumulative time,iteration_times,total number of constraints,Instance,Time,number_addconstraints,Relative gap to optimal value (%),cumulative time,iteration_times,total number of constraints,Instance,Time,number_addconstraints,Relative gap to optimal value (%),cumulative time,iteration_times,total number of constraints,Instance,Time,number_addconstraints,Relative gap to optimal value (%),cumulative time,iteration_times,total number of constraints,Instance,Time,number_addconstraints,Relative gap to optimal value (%),cumulative time,iteration_times,total number of constraints,Instance,Time,number_addconstraints,Relative gap to optimal value (%),cumulative time,iteration_times,total number of constraints,Instance,Time,number_addconstraints,Relative gap to optimal value (%),cumulative time,iteration_times,total number of constraints,Instance,Time,number_addconstraints,Relative gap to optimal value (%),cumulative time,iteration_times,total number of constraints,Instance,Time,number_addconstraints,Relative gap to optimal value (%),cumulative time,iteration_times,total number of constraints,Instance,Time,number_addconstraints,Relative gap to optimal value (%),cumulative time,iteration_times,total number of constraints,Instance,Time,number_addconstraints,Relative gap to optimal value (%),cumulative time,iteration_times,total number of constraints,Instance,Time,number_addconstraints,Relative gap to optimal value (%),cumulative time,iteration_times,total number of constraints,Instance,Time,number_addconstraints,Relative gap to optimal value (%),cumulative time,iteration_times,total number of constraints,Instance,Time,number_addconstraints,Relative gap to optimal value (%),cumulative time,iteration_times,total number of constraints,Instance,Time,number_addconstraints,Relative gap to optimal value (%),cumulative time,iteration_times,total number of constraints,Instance,Time,number_addconstraints,Relative gap to optimal value (%),cumulative time,iteration_times,total number of constraints,Instance,Time,number_addconstraints,Relative gap to optimal value (%),cumulative time,iteration_times,total number of constraints,Instance,Time,number_addconstraints,Relative gap to optimal value (%),cumulative time,iteration_times,total number of constraints,Instance,Time,number_addconstraints,Relative gap to optimal value (%),cumulative time,iteration_times,total number of constraints,Instance,Time,number_addconstraints,Relative gap to optimal value (%),cumulative time,iteration_times,total number of constraints,Instance,Time,number_addconstraints,Relative gap to optimal value (%),cumulative time,iteration_times,total number of constraints,Instance,Time,number_addconstraints,Relative gap to optimal value (%),cumulative time,iteration_times,total number of constraints,Instance,Time,number_addconstraints,Relative gap to optimal value (%),cumulative time,iteration_times,total number of constraints,Instance,Time,number_addconstraints,Relative gap to optimal value (%),cumulative time,iteration_times,total number of constraints,Instance,Time,number_addconstraints,Relative gap to optimal value (%),cumulative time,iteration_times,total number of constraints,Instance,Time,number_addconstraints,Relative gap to optimal value (%),cumulative time,iteration_times,total number of constraints,Instance,Time,number_addconstraints,Relative gap to optimal value (%),cumulative time,iteration_times,total number of constraints,Instance,Time,number_addconstraints,Relative gap to optimal value (%),cumulative time,iteration_times,total number of constraints,Instance,Time,number_addconstraints,Relative gap to optimal value (%),cumulative time,iteration_times,total number of constraints,Instance,Time,number_addconstraints,Relative gap to optimal value (%),cumulative time,iteration_times,total number of constraints,Instance,Time,number_addconstraints,Relative gap to optimal value (%),cumulative time,iteration_times,total number of constraints,Instance,Time,number_addconstraints,Relative gap to optimal value (%),cumulative time,iteration_times,total number of constraints,Instance,Time,number_addconstraints,Relative gap to optimal value (%),cumulative time,iteration_times,total number of constraints,Instance,Time,number_addconstraints,Relative gap to optimal value (%),cumulative time,iteration_times,total number of constraints,Instance,Time,number_addconstraints,Relative gap to optimal value (%),cumulative time,iteration_times,total number of constraints,Instance,Time,number_addconstraints,Relative gap to optimal value (%),cumulative time,iteration_times,total number of constraints,Instance,Time,number_addconstraints,Relative gap to optimal value (%),cumulative time,iteration_times,total number of constraints,Instance,Time,number_addconstraints,Relative gap to optimal value (%),cumulative time,iteration_times,total number of constraints,Instance,Time,number_addconstraints,Relative gap to optimal value (%),cumulative time,iteration_times,total number of constraints,Instance,Time,number_addconstraints,Relative gap to optimal value (%),cumulative time,iteration_times,total number of constraints,Instance,Time,number_addconstraints,Relative gap to optimal value (%),cumulative time,iteration_times,total number of constraints,Instance,Time,number_addconstraints,Relative gap to optimal value (%),cumulative time,iteration_times,total number of constraints,Instance,Time,number_addconstraints,Relative gap to optimal value (%),cumulative time,iteration_times,total number of constraints,Instance,Time,number_addconstraints,Relative gap to optimal value (%),cumulative time,iteration_times,total number of constraints,Instance,Time,number_addconstraints,Relative gap to optimal value (%),cumulative time,iteration_times,total number of constraints,Instance,Time,number_addconstraints,Relative gap to optimal value (%),cumulative time,iteration_times,total number of constraints,Instance,Time,number_addconstraints,Relative gap to optimal value (%),cumulative time,iteration_times,total number of constraints,Instance,Time,number_addconstraints,Relative gap to optimal value (%),cumulative time,iteration_times,total number of constraints,Instance,Time,number_addconstraints,Relative gap to optimal value (%),cumulative time,iteration_times,total number of constraints,Instance,Time,number_addconstraints,Relative gap to optimal value (%),cumulative time,iteration_times,total number of constraints,Instance,Time,number_addconstraints,Relative gap to optimal value (%),cumulative time,iteration_times,total number of constraints,Instance,Time,number_addconstraints,Relative gap to optimal value (%),cumulative time,iteration_times,total number of constraints,Instance,Time,number_addconstraints,Relative gap to optimal value (%),cumulative time,iteration_times,total number of constraints,Instance,Time,number_addconstraints,Relative gap to optimal value (%),cumulative time,iteration_times,total number of constraints,Instance,Time,number_addconstraints,Relative gap to optimal value (%),cumulative time,iteration_times,total number of constraints,Instance,Time,number_addconstraints,Relative gap to optimal value (%),cumulative time,iteration_times,total number of constraints,Instance,Time,number_addconstraints,Relative gap to optimal value (%),cumulative time,iteration_times,total number of constraints,Instance,Time,number_addconstraints,Relative gap to optimal value (%),cumulative time,iteration_times,total number of constraints,Instance,Time,number_addconstraints,Relative gap to optimal value (%),cumulative time,iteration_times,total number of constraints,Instance,Time,number_addconstraints,Relative gap to optimal value (%),cumulative time,iteration_times,total number of constraints,Instance,Time,number_addconstraints,Relative gap to optimal value (%),cumulative time,iteration_times,total number of constraints,Instance,Time,number_addconstraints,Relative gap to optimal value (%),cumulative time,iteration_times,total number of constraints,Instance,Time,number_addconstraints,Relative gap to optimal value (%),cumulative time,iteration_times,total number of constraints,Instance,Time,number_addconstraints,Relative gap to optimal value (%),cumulative time,iteration_times,total number of constraints,Instance,Time,number_addconstraints,Relative gap to optimal value (%),cumulative time,iteration_times,total number of constraints,Instance,Time,number_addconstraints,Relative gap to optimal value (%),cumulative time,iteration_times,total number of constraints,Instance,Time,number_addconstraints,Relative gap to optimal value (%),cumulative time,iteration_times,total number of constraints,Instance,Time,number_addconstraints,Relative gap to optimal value (%),cumulative time,iteration_times,total number of constraints,Instance,Time,number_addconstraints,Relative gap to optimal value (%),cumulative time,iteration_times,total number of constraints,Instance,Time,number_addconstraints,Relative gap to optimal value (%),cumulative time,iteration_times,total number of constraints,Instance,Time,number_addconstraints,Relative gap to optimal value (%),cumulative time,iteration_times,total number of constraints,Instance,Time,number_addconstraints,Relative gap to optimal value (%),cumulative time,iteration_times,total number of constraints,Instance,Time,number_addconstraints,Relative gap to optimal value (%),cumulative time,iteration_times,total number of constraints,Instance,Time,number_addconstraints,Relative gap to optimal value (%),cumulative time,iteration_times,total number of constraints,Instance,Time,number_addconstraints,Relative gap to optimal value (%),cumulative time,iteration_times,total number of constraints,Instance,Time,number_addconstraints,Relative gap to optimal value (%),cumulative time,iteration_times,total number of constraints,Instance,Time,number_addconstraints,Relative gap to optimal value (%),cumulative time,iteration_times,total number of constraints
spar020-100-1,0.078,0,0.51,0.078,1,0,spar020-100-2,0.047,0,0.51,0.047,1,0,spar020-100-3,0.094,0,0.51,0.094,1,0,spar030-060-1,0.063,0,1.06,0.063,1,0,spar030-060-2,0.032,0,0.23,0.032,1,0,spar030-060-3,0.109,0,0.58,0.109,1,0,spar030-070-1,0.093,0,1.4,0.093,1,0,spar030-070-2,0.063,0,0.48,0.063,1,0,spar030-070-3,0.141,0,0.39,0.141,1,0,spar030-080-1,0.015,0,1.21,0.015,1,0,spar030-080-2,0.047,0,0.36,0.047,1,0,spar030-080-3,0.094,0,0.33,0.094,1,0,spar030-090-1,0.031,0,0.87,0.031,1,0,spar030-090-2,0.125,0,0.82,0.125,1,0,spar030-090-3,0.11,0,0.7,0.11,1,0,spar030-100-1,0.125,0,1.12,0.125,1,0,spar030-100-2,0.141,0,1.17,0.141,1,0,spar030-100-3,0.015,0,0.82,0.015,1,0,spar040-030-1,0.015,0,0.3,0.015,1,0,spar040-030-2,0.047,0,0.14,0.047,1,0,spar040-030-3,0.157,0,0.2,0.157,1,0,spar040-040-1,0.094,0,0.92,0.094,1,0,spar040-040-2,0.219,0,0.35,0.219,1,0,spar040-040-3,0.094,0,0.74,0.094,1,0,spar040-050-1,0.063,0,0.86,0.063,1,0,spar040-050-2,0.062,0,0.65,0.062,1,0,spar040-050-3,0.078,0,0.58,0.078,1,0,spar040-060-1,0.11,0,1.17,0.11,1,0,spar040-060-2,0.047,0,0.46,0.047,1,0,spar040-060-3,0.141,0,0.4,0.141,1,0,spar040-070-1,0.078,0,0.96,0.078,1,0,spar040-070-2,0.062,0,0.8,0.062,1,0,spar040-070-3,0.078,0,0.54,0.078,1,0,spar040-080-1,0.141,0,1.09,0.141,1,0,spar040-080-2,0.125,0,0.96,0.125,1,0,spar040-080-3,0.141,0,0.71,0.141,1,0,spar040-090-1,0.172,0,1.05,0.172,1,0,spar040-090-2,0.015,0,1.06,0.015,1,0,spar040-090-3,0.172,0,0.78,0.172,1,0,spar040-100-1,0.031,0,1.02,0.031,1,0,spar040-100-2,0.062,0,1.33,0.062,1,0,spar040-100-3,0.109,0,1.72,0.109,1,0,spar050-030-1,0.062,0,0.4,0.062,1,0,spar050-030-2,0.062,0,0.4,0.062,1,0,spar050-030-3,0.062,0,0.45,0.062,1,0,spar050-040-1,0.11,0,0.87,0.11,1,0,spar050-040-2,0.078,0,0.67,0.078,1,0,spar050-040-3,0.062,0,0.56,0.062,1,0,spar050-050-1,0.141,0,1.95,0.141,1,0,spar050-050-2,0.078,0,0.97,0.078,1,0,spar050-050-3,0.078,0,0.96,0.078,1,0,spar060-020-1,0.125,0,0.45,0.125,1,0,spar060-020-2,0.094,0,0.16,0.094,1,0,spar060-020-3,0.109,0,0.415205664,0.109,1,0,spar070-025-1,0.125,0,0.51,0.125,1,0,spar070-025-2,0.14,0,0.72,0.14,1,0,spar070-025-3,0.093,0,0.48,0.093,1,0,spar070-050-1,0.062,0,1.22,0.062,1,0,spar070-050-2,0.156,0,1.01,0.156,1,0,spar070-050-3,0.125,0,0.75,0.125,1,0,spar070-075-1,0.094,0,1.5,0.094,1,0,spar070-075-2,0.125,0,1.82,0.125,1,0,spar070-075-3,0.141,0,1.6,0.141,1,0,spar080-025-1,0.093,0,0.53,0.093,1,0,spar080-025-2,0.109,0,0.89,0.109,1,0,spar080-025-3,0.125,0,0.66,0.125,1,0,spar080-050-1,0.125,0,1.84,0.125,1,0,spar080-050-2,0.141,0,1.08,0.141,1,0,spar080-050-3,0.219,0,1.05,0.219,1,0,spar080-075-1,0.141,0,1.59,0.141,1,0,spar080-075-2,0.094,0,1.67,0.094,1,0,spar080-075-3,0.094,0,1.5,0.094,1,0,spar090-025-1,0.234,0,0.83,0.234,1,0,spar090-025-2,0.156,0,0.72,0.156,1,0,spar090-025-3,0.156,0,0.56,0.156,1,0,spar090-050-1,0.125,0,1.44,0.125,1,0,spar090-050-2,0.157,0,1.21,0.157,1,0,spar090-050-3,0.172,0,1.03,0.172,1,0,spar090-075-1,0.219,0,2.04,0.219,1,0,spar090-075-2,0.157,0,2.23,0.157,1,0,spar090-075-3,0.172,0,1.93,0.172,1,0,spar100-025-1,0.265,0,0.9,0.265,1,0,spar100-025-2,0.187,0,0.89,0.187,1,0,spar100-025-3,0.14,0,0.78,0.14,1,0,spar100-050-1,0.266,0,1.81,0.266,1,0,spar100-050-2,0.234,0,1.54,0.234,1,0,spar100-050-3,0.219,0,1.4,0.219,1,0,spar100-075-1,0.156,0,2.167237314,0.156,1,0,spar100-075-2,0.219,0,2.321737843,0.219,1,0,spar100-075-3,0.156,0,2.076979084,0.156,1,0,spar125-025-1,0.281,0,1.2,0.281,1,0,spar125-025-2,0.235,0,1.07,0.235,1,0,spar125-025-3,0.235,0,0.86,0.235,1,0,spar125-050-1,0.296,0,1.69,0.296,1,0,spar125-050-2,0.281,0,1.96,0.281,1,0,spar125-050-3,0.313,0,1.93,0.313,1,0,spar125-075-1,0.297,0,2.1,0.297,1,0,spar125-075-2,0.219,0,2.61,0.219,1,0,spar125-075-3,0.281,0,2.76,0.281,1,0
spar020-100-1,0.031,11,0.06,0.109,2,11,spar020-100-2,0.016,10,0.06,0.063,2,10,spar020-100-3,0.016,10,0.04,0.11,2,10,spar030-060-1,0.031,14,0.6,0.094,2,14,spar030-060-2,0.031,14,0.04,0.063,2,14,spar030-060-3,0.015,14,0.21,0.124,2,14,spar030-070-1,0.031,14,0.82,0.124,2,14,spar030-070-2,0.047,15,0.14,0.11,2,15,spar030-070-3,0.016,14,0.04,0.157,2,14,spar030-080-1,0.016,15,0.6,0.031,2,15,spar030-080-2,0.031,14,0.06,0.078,2,14,spar030-080-3,0.016,15,0.02,0.11,2,15,spar030-090-1,0.016,15,0.31,0.047,2,15,spar030-090-2,0.031,14,0.29,0.156,2,14,spar030-090-3,0.047,15,0.17,0.157,2,15,spar030-100-1,0.031,16,0.37,0.156,2,16,spar030-100-2,0.047,14,0.49,0.188,2,14,spar030-100-3,0.016,16,0.22,0.031,2,16,spar040-030-1,0.047,16,0.19,0.062,2,16,spar040-030-2,0.031,16,0.09,0.078,2,16,spar040-030-3,0.047,16,0.17,0.204,2,16,spar040-040-1,0.047,18,0.64,0.141,2,18,spar040-040-2,0.031,18,0.2,0.25,2,18,spar040-040-3,0.031,18,0.55,0.125,2,18,spar040-050-1,0.047,19,0.49,0.11,2,19,spar040-050-2,0.062,18,0.39,0.124,2,18,spar040-050-3,0.046,18,0.39,0.124,2,18,spar040-060-1,0.094,20,0.65,0.204,2,20,spar040-060-2,0.062,18,0.2,0.109,2,18,spar040-060-3,0.094,19,0.14,0.235,2,19,spar040-070-1,0.047,21,0.37,0.125,2,21,spar040-070-2,0.062,20,0.33,0.124,2,20,spar040-070-3,0.047,20,0.23,0.125,2,20,spar040-080-1,0.078,20,0.56,0.219,2,20,spar040-080-2,0.062,20,0.43,0.187,2,20,spar040-080-3,0.047,19,0.25,0.188,2,19,spar040-090-1,0.079,20,0.41,0.251,2,20,spar040-090-2,0.047,20,0.45,0.062,2,20,spar040-090-3,0.078,19,0.26,0.25,2,19,spar040-100-1,0.047,20,0.33,0.078,2,20,spar040-100-2,0.063,21,0.52,0.125,2,21,spar040-100-3,0.063,19,0.75,0.172,2,19,spar050-030-1,0.094,23,0.29,0.156,2,23,spar050-030-2,0.078,22,0.34,0.14,2,22,spar050-030-3,0.093,23,0.39,0.155,2,23,spar050-040-1,0.125,24,0.54,0.235,2,24,spar050-040-2,0.11,23,0.48,0.188,2,23,spar050-040-3,0.093,23,0.38,0.155,2,23,spar050-050-1,0.125,25,1.42,0.266,2,25,spar050-050-2,0.14,23,0.65,0.218,2,23,spar050-050-3,0.094,24,0.59,0.172,2,24,spar060-020-1,0.25,25,0.44,0.375,2,25,spar060-020-2,0.219,24,0.16,0.313,2,24,spar060-020-3,0.203,25,0.402625391,0.312,2,25,spar070-025-1,0.312,31,0.45,0.437,2,31,spar070-025-2,0.344,31,0.67,0.484,2,31,spar070-025-3,0.313,31,0.44,0.406,2,31,spar070-050-1,0.344,33,0.83,0.406,2,33,spar070-050-2,0.266,33,0.71,0.422,2,33,spar070-050-3,0.281,33,0.44,0.406,2,33,spar070-075-1,0.25,33,0.82,0.344,2,33,spar070-075-2,0.266,34,1.05,0.391,2,34,spar070-075-3,0.282,35,0.91,0.423,2,35,spar080-025-1,0.515,35,0.5,0.608,2,35,spar080-025-2,0.468,36,0.83,0.577,2,36,spar080-025-3,0.469,36,0.6,0.594,2,36,spar080-050-1,0.406,39,1.27,0.531,2,39,spar080-050-2,0.406,38,0.72,0.547,2,38,spar080-050-3,0.422,37,0.7,0.641,2,37,spar080-075-1,0.422,41,0.83,0.563,2,41,spar080-075-2,0.422,39,0.88,0.516,2,39,spar080-075-3,0.359,40,0.8,0.453,2,40,spar090-025-1,0.562,41,0.74,0.796,2,41,spar090-025-2,0.547,41,0.64,0.703,2,41,spar090-025-3,0.625,39,0.52,0.781,2,39,spar090-050-1,0.531,43,0.96,0.656,2,43,spar090-050-2,0.5,42,0.79,0.657,2,42,spar090-050-3,0.5,43,0.69,0.672,2,43,spar090-075-1,0.578,44,1.18,0.797,2,44,spar090-075-2,0.547,44,1.27,0.704,2,44,spar090-075-3,0.515,44,1.11,0.687,2,44,spar100-025-1,0.781,46,0.79,1.046,2,46,spar100-025-2,0.75,44,0.81,0.937,2,44,spar100-025-3,0.766,46,0.7,0.906,2,46,spar100-050-1,0.688,48,1.27,0.954,2,48,spar100-050-2,0.672,48,1.06,0.906,2,48,spar100-050-3,0.781,47,0.96,1,2,47,spar100-075-1,0.75,48,1.23583832,0.906,2,48,spar100-075-2,0.688,49,1.29774965,0.907,2,49,spar100-075-3,0.813,51,1.154978472,0.969,2,51,spar125-025-1,1.422,58,1.07,1.703,2,58,spar125-025-2,1.438,57,0.95,1.673,2,57,spar125-025-3,1.422,57,0.76,1.657,2,57,spar125-050-1,1.25,60,1.18,1.546,2,60,spar125-050-2,1.359,61,1.3,1.64,2,61,spar125-050-3,1.203,60,1.31,1.516,2,60,spar125-075-1,1.328,61,1.2,1.625,2,61,spar125-075-2,1.344,62,1.53,1.563,2,62,spar125-075-3,1.328,61,1.59,1.609,2,61
spar020-100-1,0.062,9,0.01,0.171,3,20,spar020-100-2,0.031,7,0.03,0.094,3,17,spar020-100-3,0.015,10,0,0.125,3,20,spar030-060-1,0.062,14,0.38,0.156,3,28,spar030-060-2,0.031,14,0,0.094,3,28,spar030-060-3,0.047,14,0.13,0.171,3,28,spar030-070-1,0.062,14,0.55,0.186,3,28,spar030-070-2,0.062,12,0.02,0.172,3,27,spar030-070-3,0.047,13,0.02,0.204,3,27,spar030-080-1,0.047,14,0.3,0.078,3,29,spar030-080-2,0.062,14,0,0.14,3,28,spar030-080-3,0.031,13,0,0.141,3,28,spar030-090-1,0.047,14,0.06,0.094,3,29,spar030-090-2,0.046,14,0.08,0.202,3,28,spar030-090-3,0.078,14,0.02,0.235,3,29,spar030-100-1,0.047,13,0.15,0.203,3,29,spar030-100-2,0.031,14,0.24,0.219,3,28,spar030-100-3,0.047,13,0.07,0.078,3,29,spar040-030-1,0.094,18,0.1,0.156,3,34,spar040-030-2,0.094,19,0.06,0.172,3,35,spar040-030-3,0.094,19,0.1,0.298,3,35,spar040-040-1,0.094,18,0.49,0.235,3,36,spar040-040-2,0.094,18,0.11,0.344,3,36,spar040-040-3,0.093,18,0.39,0.218,3,36,spar040-050-1,0.093,19,0.34,0.203,3,38,spar040-050-2,0.094,18,0.24,0.218,3,36,spar040-050-3,0.093,19,0.22,0.217,3,37,spar040-060-1,0.156,19,0.4,0.36,3,39,spar040-060-2,0.094,18,0.06,0.203,3,36,spar040-060-3,0.125,19,0.01,0.36,3,38,spar040-070-1,0.187,18,0.16,0.312,3,39,spar040-070-2,0.11,19,0.13,0.234,3,39,spar040-070-3,0.094,18,0.08,0.219,3,38,spar040-080-1,0.172,19,0.3,0.391,3,39,spar040-080-2,0.125,17,0.19,0.312,3,37,spar040-080-3,0.094,19,0.05,0.282,3,38,spar040-090-1,0.125,19,0.15,0.376,3,39,spar040-090-2,0.109,18,0.15,0.171,3,38,spar040-090-3,0.14,19,0.06,0.39,3,38,spar040-100-1,0.094,18,0.08,0.172,3,38,spar040-100-2,0.125,18,0.2,0.25,3,39,spar040-100-3,0.172,18,0.4,0.344,3,37,spar050-030-1,0.203,23,0.17,0.359,3,46,spar050-030-2,0.187,24,0.26,0.327,3,46,spar050-030-3,0.203,24,0.3,0.358,3,47,spar050-040-1,0.187,24,0.36,0.422,3,48,spar050-040-2,0.188,22,0.34,0.376,3,45,spar050-040-3,0.187,24,0.22,0.342,3,47,spar050-050-1,0.235,23,1.11,0.501,3,48,spar050-050-2,0.187,23,0.45,0.405,3,46,spar050-050-3,0.204,22,0.41,0.376,3,46,spar060-020-1,0.281,29,0.35,0.656,3,54,spar060-020-2,0.297,29,0.12,0.61,3,53,spar060-020-3,0.359,29,0.34549891,0.671,3,54,spar070-025-1,0.438,34,0.36,0.875,3,65,spar070-025-2,0.453,33,0.57,0.937,3,64,spar070-025-3,0.438,34,0.34,0.844,3,65,spar070-050-1,0.609,33,0.57,1.015,3,66,spar070-050-2,0.516,34,0.48,0.938,3,67,spar070-050-3,0.469,33,0.25,0.875,3,66,spar070-075-1,0.453,32,0.47,0.797,3,65,spar070-075-2,0.484,34,0.63,0.875,3,68,spar070-075-3,0.531,33,0.55,0.954,3,68,spar080-025-1,0.766,38,0.41,1.374,3,73,spar080-025-2,0.657,38,0.7,1.234,3,74,spar080-025-3,0.656,39,0.49,1.25,3,75,spar080-050-1,0.672,38,0.91,1.203,3,77,spar080-050-2,0.594,38,0.48,1.141,3,76,spar080-050-3,0.625,38,0.45,1.266,3,75,spar080-075-1,0.672,38,0.44,1.235,3,79,spar080-075-2,0.688,38,0.47,1.204,3,77,spar080-075-3,0.625,37,0.46,1.078,3,77,spar090-025-1,0.954,43,0.6,1.75,3,84,spar090-025-2,0.969,43,0.53,1.672,3,84,spar090-025-3,0.953,44,0.41,1.734,3,83,spar090-050-1,0.906,43,0.63,1.562,3,86,spar090-050-2,0.922,43,0.51,1.579,3,85,spar090-050-3,0.922,43,0.45,1.594,3,86,spar090-075-1,1.032,43,0.71,1.829,3,87,spar090-075-2,0.954,42,0.79,1.658,3,86,spar090-075-3,0.953,42,0.68,1.64,3,86,spar100-025-1,1.281,48,0.64,2.327,3,94,spar100-025-2,1.266,48,0.68,2.203,3,92,spar100-025-3,1.296,49,0.57,2.202,3,95,spar100-050-1,1.297,47,0.88,2.251,3,95,spar100-050-2,1.234,48,0.73,2.14,3,96,spar100-050-3,1.25,48,0.67,2.25,3,95,spar100-075-1,1.375,48,0.760134679,2.281,3,96,spar100-075-2,1.265,47,0.779179534,2.172,3,96,spar100-075-3,1.266,47,0.688070843,2.235,3,98,spar125-025-1,2.843,62,0.9,4.546,3,120,spar125-025-2,2.625,61,0.77,4.298,3,118,spar125-025-3,2.641,60,0.59,4.298,3,117,spar125-050-1,2.703,60,0.81,4.249,3,120,spar125-050-2,2.735,60,0.88,4.375,3,121,spar125-050-3,2.672,60,0.89,4.188,3,120,spar125-075-1,2.735,59,0.72,4.36,3,120,spar125-075-2,2.89,60,0.95,4.453,3,122,spar125-075-3,2.937,60,0.99,4.546,3,121
